 Elevation, residuals, C/No Max, C/No Min, C/No Delta, MaxCno2Second, Delta Carrier phase, deltaCorrected PR, 2nd delta,PS Residual, Los Value
31,-1070733.93,26,25,-1,26,17629.03,563.88,2.07,142970.1,LOS
31,-1088981.97,26,25,-1,26,17682.29,566.68,-2.8,142969.18,LOS
31,-1107120.16,26,25,-1,26,17575.81,561.64,5.04,142969.93,LOS
31,-1125315.04,26,25,-1,26,17631.3,561.91,-0.27,142971.61,LOS
31,-1143508.08,26,25,-1,26,17629.4,563.51,-1.6,142971.73,LOS
31,-1161697.44,26,25,-1,26,17625.47,568.33,-4.83,142967.29,LOS
31,-1179888.75,26,25,-1,26,17627.86,564.74,3.59,142966,LOS
31,-1198079.06,26,25,-1,26,17626.7,566.21,-1.46,142963.4,LOS
31,-1216269.95,26,25,-1,26,17627.78,564.23,1.98,142962.29,LOS
31,-1234461.11,26,25,-1,26,17629.07,562.33,1.89,142962.03,LOS
31,-1252652.11,26,25,-1,26,17628.18,563.83,-1.49,142961.04,LOS
31,-1270822.88,26,25,-1,26,17609.3,573.71,-9.89,142948.79,LOS
31,-1289046.49,26,25,-1,26,17660.97,530.74,42.97,142980.7,LOS
32,-1307219.93,26,25,-1,26,17611.86,578.65,-47.91,142963.63,LOS
32,-1325413.82,26,25,-1,26,17632.25,560.06,18.59,142965.21,LOS
32,-1343599.73,26,25,-1,26,17623.52,568.49,-8.43,142959.12,LOS
32,-1361791.21,26,25,-1,26,17630.01,562,6.49,142958.59,LOS
32,-1379992,26,25,-1,26,17638.27,553.73,8.26,142967.37,LOS
77,-1814831.5,26,25,-1,28,18108.16,110.73,-8.23,59.6,NLOS
77,-1832997.96,26,25,-1,27,18107.33,110.96,-0.23,33.45,NLOS
46,-1990446.03,26,25,-1,29,17900.2,318.39,-10.38,13.78,NLOS
47,-2463574.18,26,25,-1,24,17901.31,282.89,10.2,87.29,NLOS
47,-2936663.22,26,25,-1,25,17902.08,296.02,-4.44,144.17,NLOS
32,-3281271.82,26,25,-1,25,17642.37,551.74,3.07,28.93,LOS
32,-3299468.16,26,25,-1,26,17643.99,550.42,1.32,30.87,LOS
32,-3317657.9,26,25,-1,26,17637.48,556.92,-6.51,26.21,LOS
32,-3335853.53,26,25,-1,26,17643.47,550.94,5.99,27.43,LOS
32,-3354047.01,26,25,-1,26,17641.41,553.6,-2.66,25.91,LOS
32,-3372241.6,26,25,-1,26,17642.62,552.38,1.21,25.49,LOS
32,-3390436.21,26,25,-1,26,17642.74,552.26,0.12,25.1,LOS
40,-3152142.69,26,25,-1,31,18319.72,112.92,-24.23,-27.35,NLOS
32,-3408631.18,26,25,-1,26,17643.19,551.81,0.45,25.06,LOS
32,-3426823.04,26,25,-1,26,17640.19,555.12,-3.31,21.62,LOS
32,-3445021.9,26,25,-1,26,17647.29,548.02,7.1,25.18,LOS
40,-3315993.74,26,25,-1,25,18321.26,148.79,-2.43,65.97,NLOS
40,-3516006.67,26,25,-1,25,18322.2,137.77,0.5,-70.35,NLOS
32,-4063667.4,26,25,-1,25,17648.78,547.12,-2.97,39.64,LOS
32,-4081865.86,26,25,-1,26,17650.32,545.88,1.24,41.9,LOS
40,-3843539.4,26,25,-1,27,18325.34,128.76,4.66,-43.51,NLOS
32,-4100066.64,26,25,-1,26,17652.74,543.16,2.72,46.77,LOS
40,-3861736.96,26,25,-1,26,18325.85,131.28,2.52,-41.85,NLOS
40,-3879927.89,26,25,-1,26,18326.2,124.47,-6.81,-47.12,NLOS
40,-3898131.24,26,25,-1,26,18326.37,137.32,12.84,-39.68,NLOS
40,-3916337.87,26,25,-1,26,18326.36,140.13,2.81,-29.55,NLOS
27,-4033565.69,26,25,-1,24,18291.58,95.37,0.05,-18.11,NLOS
40,-3934535.35,26,25,-1,26,18326.46,131.4,-8.72,-28.27,NLOS
26,-4123886.9,26,25,-1,27,18539.11,342.91,16.72,-21.41,NLOS
26,-4142078.6,26,25,-1,26,18545.68,349.48,6.57,-25.92,NLOS
27,-4470278.72,26,25,-1,25,18294.55,99.84,-2.21,-8.54,NLOS
27,-4488471.81,26,25,-1,26,18292.51,97.81,-2.03,-10.16,NLOS
32,-5064391.4,26,25,-1,25,17647.82,544.49,-4.56,33.61,LOS
32,-5082585.79,26,25,-1,26,17651.74,540.87,3.62,35.4,LOS
32,-5100775.66,26,25,-1,26,17647.32,544.99,-4.12,32.97,LOS
32,-5118967.08,26,25,-1,26,17648.96,543.35,1.64,32.07,LOS
32,-5137161.86,26,25,-1,26,17652.43,539.88,3.47,34.55,LOS
26,-5306520.7,26,25,-1,34,18550.99,355.39,-0.91,-24.46,NLOS
48,-5756877.9,26,25,-1,28,17907.01,272.49,34.73,144.77,NLOS
40,-9793764.92,26,25,-1,25,18378.46,175.66,3.11,-58.36,NLOS
46,-10651097.56,26,25,-1,32,17931.55,245.7,-15.67,615.77,NLOS
46,-10669332.06,26,25,-1,32,17931.59,245.96,-0.26,644.18,NLOS
46,-10687566.35,26,25,-1,26,17931.48,245.47,0.49,672.97,NLOS
46,-10705797.02,26,25,-1,26,17931.57,249.3,-3.83,697.85,NLOS
46,-10724010.06,26,25,-1,26,17931.55,266.53,-17.23,705.4,NLOS
46,-10778545.25,26,25,-1,25,17931.37,302.37,0.64,624.4,NLOS
46,-11179133.25,26,25,-1,25,17933.45,266.34,-1.99,685.21,NLOS
46,-11197330.89,26,25,-1,26,17933.86,279.43,-13.1,677.36,NLOS
46,-11215541.31,26,25,-1,26,17933.04,266.26,13.18,682.58,NLOS
46,-11379306,26,25,-1,25,17934.28,299.45,0.05,599.01,NLOS
24,-11348708.69,26,25,-1,31,18562.55,357.35,-7.2,-6.38,NLOS
24,-11366937.65,26,25,-1,31,18584.92,379.72,22.37,17.39,NLOS
24,-11531008.03,26,25,-1,25,18617.38,411.58,21.55,233.8,NLOS
24,-11549208.33,26,25,-1,26,18556.31,356.51,-55.07,234.3,NLOS
24,-11567483.3,26,25,-1,26,18630.98,425.49,68.98,303.78,NLOS
46,-11736935.45,26,25,-1,28,18560.19,354.99,72.07,-16.79,NLOS
40,-11687297.69,26,25,-1,27,18388.25,186.24,2.45,37.36,NLOS
40,-11705515.24,26,25,-1,27,18389.43,195.05,8.82,49.11,NLOS
40,-11723727.76,26,25,-1,26,18389.67,190.15,-4.9,55.84,NLOS
40,-12014889.54,26,25,-1,25,18391.13,177.78,0.47,-76.93,NLOS
50,-12181562.48,26,25,-1,26,17925.82,301.18,-4.77,83.83,LOS
40,-12342748.04,26,25,-1,25,18394.5,175.85,-97060.08,64.34,NLOS
40,-12360945.02,26,25,-1,26,18397.85,178.62,2.77,55.22,NLOS
40,-12379129.49,26,25,-1,26,18394.6,166.24,-12.38,33.6,NLOS
46,-12781116.31,26,25,-1,25,17942.47,262.07,10.66,554.41,NLOS
46,-12799314.31,26,25,-1,26,17942.4,270.81,-8.74,546.62,NLOS
46,-12817518.23,26,25,-1,26,17942.52,264.5,6.32,545.04,NLOS
46,-12835728.22,26,25,-1,26,17942.98,258.62,5.87,549.24,NLOS
24,-12914417.08,26,25,-1,25,18569.69,363.89,4.97,-4.52,NLOS
46,-13108890.12,26,25,-1,32,17944.11,254.83,-47.71,626.61,NLOS
46,-13236253.91,26,25,-1,26,17944.68,283.65,-7.32,550.74,NLOS
46,-13254433.92,26,25,-1,26,17944.93,285.77,-2.12,525.55,NLOS
46,-13272616.08,26,25,-1,26,17944.71,283.81,1.96,502.21,NLOS
46,-13290795.25,26,25,-1,26,17944.86,286.4,-2.59,476.19,NLOS
24,-13606292.89,26,25,-1,26,18570.94,365.14,-0.43,55.67,NLOS
24,-13660926.09,26,25,-1,27,18574.21,368.41,11.78,71.79,NLOS
24,-13679134.47,26,25,-1,27,18565.03,359.23,-9.18,74.37,NLOS
24,-13697336.53,26,25,-1,26,18558.71,353.22,-6.02,70.93,NLOS
24,-13715540.67,26,25,-1,26,18560.8,355,1.79,69.28,NLOS
24,-13733746.2,26,25,-1,26,18562.19,356.7,1.7,69.31,NLOS
24,-13751952.51,26,25,-1,26,18562.98,357.48,0.79,70.12,NLOS
50,-13874748.09,26,25,-1,33,17928.58,291.57,-108.81,127.09,LOS
46,-14831842.19,26,25,-1,29,18549.29,345.6,46.35,-8.56,NLOS
46,-14965648.18,26,25,-1,27,17951.92,248.63,-8.97,512.6,NLOS
46,-14983847.12,26,25,-1,27,17951.55,255.65,-7.02,508.15,NLOS
46,-15002071.72,26,25,-1,26,17952,229.59,26.05,529.65,NLOS
56,-15227995.7,26,25,-1,25,18612.83,395.54,-4.48,11.38,NLOS
56,-15246183.95,26,25,-1,26,18612.5,393.88,-1.66,-3.78,NLOS
56,-15264379.68,26,25,-1,26,18612.47,401.46,7.58,-11.44,NLOS
56,-15282580.3,26,25,-1,26,18612.5,406.74,5.27,-13.93,NLOS
46,-15129504.66,26,25,-1,26,17953.02,251.52,8.07,539.4,NLOS
56,-15300778.07,26,25,-1,26,18612.42,403.69,-3.05,-19.55,NLOS
46,-15384357.92,26,25,-1,25,17954.38,232.08,-9.08,541.52,NLOS
24,-15353880.92,26,25,-1,27,18555.28,351.89,1.1,56.38,NLOS
46,-15402556.49,26,25,-1,26,17954.42,253.73,-21.65,536.7,NLOS
24,-15372076.73,26,25,-1,26,18552.99,349.59,-2.29,48.8,NLOS
46,-15420749.67,26,25,-1,26,17954.64,259.03,-5.3,526.48,NLOS
24,-15390278.83,26,25,-1,26,18559.28,355.88,6.29,47.5,NLOS
24,-15408480.31,26,25,-1,26,18558.67,355.27,-0.61,45.58,NLOS
24,-15426685.47,26,25,-1,26,18562.35,358.96,3.68,47.35,NLOS
24,-15444891.36,26,25,-1,26,18563.09,359.4,0.44,49.54,NLOS
24,-15463101.95,26,25,-1,26,18567.79,364.39,5,56.73,NLOS
24,-15481313.18,26,25,-1,26,18568.44,365.04,0.65,64.56,NLOS
24,-15499519.93,26,25,-1,26,18563.97,360.28,-4.76,67.62,NLOS
24,-15517726.12,26,25,-1,26,18563.41,359.71,-0.57,70.11,NLOS
24,-15535930.87,26,25,-1,26,18561.98,358.58,-1.13,71.46,NLOS
24,-15554135.04,26,25,-1,26,18561.41,358.01,-0.57,72.23,NLOS
24,-15572339.84,26,25,-1,26,18562.04,358.95,0.94,73.94,NLOS
50,-15567566.51,26,25,-1,25,17927.37,276.37,5.2,4.92,LOS
24,-15590548.19,26,25,-1,26,18565.59,362.79,3.85,79.49,NLOS
50,-15585778.68,26,25,-1,26,17927.87,266.09,10.28,14,LOS
50,-15603986.28,26,25,-1,26,17927.89,270.63,-4.54,18.51,LOS
50,-15622199.55,26,25,-1,26,17927.5,264.64,5.99,28.99,LOS
24,-16081938.14,26,25,-1,26,18562.78,360.28,-7.69,-9.4,NLOS
24,-16100150.36,26,25,-1,26,18569.64,367.14,6.86,0.32,NLOS
24,-16118357.41,26,25,-1,26,18564.46,361.66,-5.48,4.57,NLOS
24,-16136559.27,26,25,-1,26,18559.28,356.79,-4.88,3.93,NLOS
46,-16185322.92,26,25,-1,24,17958.11,216.91,17.31,572.96,NLOS
14,-16254471.99,26,25,-1,36,18046.81,140.19,7.47,118.26,NLOS
50,-16550507.41,26,25,-1,34,17928.35,282.18,-2.71,0.75,LOS
14,-515978.38,26,25,-1,27,17657.9,530.51,-2.4,1308.79,NLOS
14,-534190.94,26,25,-1,27,17658.5,532.04,-1.52,1320.35,NLOS
22,-638227.15,26,25,-1,25,18561.85,359.35,0.56,27.07,NLOS
55,-1233754.58,26,25,-1,25,18380.07,171.51,-1.94,20.52,NLOS
55,-1251957.01,26,25,-1,26,18379.61,177.33,5.82,21.05,NLOS
55,-1270151.28,26,25,-1,26,18379.7,171.06,-6.27,13.73,NLOS
55,-1288361.29,26,25,-1,26,18379.32,186.67,15.61,22.14,NLOS
55,-1306573.18,26,25,-1,26,18378.89,187.19,0.52,32.43,NLOS
55,-1324786.01,26,25,-1,26,18379.14,190.03,2.83,43.97,NLOS
55,-1342983.51,26,25,-1,26,18379.06,175.02,-15,40.47,NLOS
55,-1361185.99,26,25,-1,26,18379.1,178.19,3.17,41.66,NLOS
55,-1379379.8,26,25,-1,26,18379.63,171.4,-6.79,34.47,NLOS
55,-1397584.64,26,25,-1,26,18379.41,180.78,9.38,38.02,NLOS
38,-1231402.54,26,25,-1,32,18449.18,229.42,-2.69,5.37,NLOS
48,-1833531.87,26,25,-1,26,17988.71,240.53,0.15,541.94,NLOS
48,-1851703.41,26,25,-1,26,17988.32,240.33,0.21,513.39,NLOS
48,-1888047.87,26,25,-1,26,17988.91,240.33,-0.72,456.45,NLOS
48,-1906227.53,26,25,-1,26,17989.48,235.52,4.82,434.51,NLOS
12,-1890772.92,26,25,-1,30,17398.34,802.66,0.27,55.7,LOS
48,-1924426.66,26,25,-1,26,17988.8,214.87,20.65,432.64,NLOS
22,-1894018.03,26,25,-1,27,18549.32,348.32,-3.07,15.56,NLOS
12,-1908963.17,26,25,-1,30,17394.63,806.07,-3.41,45.26,LOS
48,-1942635.6,26,25,-1,26,17989.37,203.72,11.15,440.88,NLOS
22,-1912219.96,26,25,-1,27,18560.34,359.64,11.32,16.79,NLOS
12,-1927161.89,26,25,-1,26,17403.38,797.02,9.05,43.58,LOS
22,-1930420.64,26,25,-1,26,18558.91,358.52,-1.13,17.07,NLOS
12,-1945358.95,26,25,-1,26,17401.04,799.36,-2.34,40.24,LOS
22,-1948615.66,26,25,-1,26,18553.84,353.44,-5.07,11.69,NLOS
12,-1963556.56,26,25,-1,26,17401.54,798.86,0.5,37.45,LOS
22,-1966805.93,26,25,-1,26,18550.39,349.99,-3.45,1.56,NLOS
12,-1981757.26,26,25,-1,26,17405.07,795.63,3.23,37.46,LOS
22,-1985004.53,26,25,-1,26,18557.04,356.34,6.35,-0.54,NLOS
12,-1999957.83,26,25,-1,26,17404.92,794.58,1.05,38.52,LOS
22,-2003205.17,26,25,-1,26,18559.09,359.59,3.25,0.6,NLOS
22,-2021390.24,26,25,-1,26,18543.81,365.3,5.71,7.16,NLOS
22,-2039588.58,26,25,-1,26,18557.52,357.42,-7.88,5.4,NLOS
55,-2161983.4,26,25,-1,25,18380.62,192.3,3.98,20.4,NLOS
22,-2057790.3,26,25,-1,26,18560.58,359.88,2.46,6.42,NLOS
55,-2180169.61,26,25,-1,26,18380.94,165.59,-26.7,5.91,NLOS
22,-2075981.25,26,25,-1,26,18550.53,349.83,-10.05,-3.33,NLOS
55,-2198298.24,26,25,-1,26,18310.43,177,11.41,3.4,NLOS
22,-2094114.93,26,25,-1,26,18491.77,360.62,10.79,-0.8,NLOS
55,-2216485.53,26,25,-1,26,18380.73,167.8,-9.2,-9.1,NLOS
22,-2403528.73,26,25,-1,28,18563.74,363.34,-6.03,6.21,NLOS
22,-2421727.73,26,25,-1,26,18558.71,358.61,-4.74,5.11,NLOS
22,-2439930.66,26,25,-1,26,18565.84,363.04,4.43,5.24,NLOS
22,-2458134.9,26,25,-1,26,18563.97,363.87,0.82,9.38,NLOS
12,-2473101.13,26,25,-1,27,17409.29,790.81,3.47,60.79,LOS
22,-2476336.02,26,25,-1,26,18560.28,360.18,-3.68,10.4,NLOS
12,-2491307.53,26,25,-1,27,17410.53,790.17,0.64,66.5,LOS
22,-2494533.01,26,25,-1,26,18557.12,356.42,-3.76,6.69,NLOS
12,-2509510.03,26,25,-1,26,17407.01,793.99,-3.82,67.99,LOS
22,-2512738.68,26,25,-1,26,18565.42,364.42,8,11.36,NLOS
12,-2527709.84,26,25,-1,26,17404.57,796.13,-2.14,67.11,LOS
22,-2530946.32,26,25,-1,26,18568.5,367.8,3.38,18.3,NLOS
12,-2545909.27,26,25,-1,26,17403.65,794.95,1.18,67.93,LOS
22,-2549158.31,26,25,-1,26,18572.1,373.5,5.7,31.69,NLOS
12,-2564109.62,26,25,-1,26,17404.47,796.52,-1.58,67.29,LOS
22,-2567372.83,26,25,-1,26,18574.68,373.68,0.18,45.21,NLOS
22,-2585584.73,26,25,-1,26,18572.07,371.37,-2.31,56.41,NLOS
22,-3186042.45,26,25,-1,25,18488.44,363.29,-11.83,10.07,NLOS
22,-3204323.97,26,25,-1,26,18643.13,371.38,8.09,19.84,NLOS
22,-3222525.78,26,25,-1,26,18562.15,363.55,-7.83,23.05,NLOS
22,-3240651.24,26,25,-1,26,18484.75,359.3,-4.25,23.06,NLOS
22,-3640990.39,26,25,-1,27,18556.92,358.02,0.5,-1.92,NLOS
22,-3659189.74,26,25,-1,26,18557.46,362.76,4.74,2.73,NLOS
54,-3817922.71,26,25,-1,25,18378.62,190.8,-2.82,-29.67,NLOS
54,-3836121.4,26,25,-1,26,18378.65,186.5,-4.3,-25.99,NLOS
54,-4254607.29,26,25,-1,31,18378.84,179.82,8.76,-25.71,NLOS
15,-4409325.04,26,25,-1,27,17719.38,516.24,24.08,103.41,NLOS
15,-4427548.05,26,25,-1,27,17660.82,506.85,9.39,130.21,NLOS
54,-4491159.68,26,25,-1,27,18319.33,182.85,12.56,72.91,NLOS
15,-4445707.05,26,25,-1,26,17602.33,509.04,-2.2,153.86,NLOS
54,-4509338.65,26,25,-1,27,18380.59,164.46,-18.39,54.79,NLOS
15,-4463918.83,26,25,-1,26,17661.16,518.44,-9.4,168.54,NLOS
54,-4527521.79,26,25,-1,26,18380.78,171.48,7.02,42.32,NLOS
54,-4545699.35,26,25,-1,26,18381.17,164.61,-6.87,23.69,NLOS
54,-4563933.76,26,25,-1,26,18442.83,161.38,-3.22,0.44,NLOS
54,-4582057.78,26,25,-1,26,18319.24,172.1,10.72,-10.88,NLOS
54,-4600263.43,26,25,-1,26,18385.05,189.22,17.11,-5.63,NLOS
54,-4618454.2,26,25,-1,26,18380.91,178.59,-10.63,-11.67,NLOS
54,-4636663.42,26,25,-1,26,18381.14,197.08,18.5,0.76,NLOS
77,-1130671.26,29,25,4,25,18094.94,108.05,3.79,-4.54,NLOS
40,-9593521.21,29,25,-4,30,18377.13,168.13,0.1,-6.83,NLOS
46,-15675613.96,30,25,4,25,17955.15,221.77,-0.8,544.41,NLOS
24,-16263963.92,30,25,5,25,18562.41,360.21,-1.8,-9.2,NLOS
22,-1584610.25,30,25,-5,31,18554.03,353.33,-2.05,22.97,NLOS
12,-1872578.33,30,25,-4,30,17398.67,802.93,-3.48,62.11,LOS
24,-13333189.13,31,25,-6,32,18564.3,358.51,-0.56,40.06,NLOS
14,-16327221.92,31,25,6,25,18047.33,165.82,17.84,58.18,NLOS
46,-797133.84,32,25,-7,32,17898.3,300.35,-4.81,105.98,NLOS
24,-13205715.99,32,25,7,25,18565.38,359.89,-1.2,4.78,NLOS
50,-13856556.61,32,25,-5,33,17928.2,182.75,93.52,141.09,LOS
38,-721853.32,32,25,-7,33,18446.37,245.52,-0.91,15.5,NLOS
26,-1649445.91,33,25,-8,33,18546.1,353.49,-0.82,-36.38,NLOS
46,-11809931.4,33,25,8,25,18614.53,408.74,-15.72,159.58,NLOS
38,42583.63,33,25,8,25,18441.91,250.17,34.8,5.56,NLOS
26,-2067882.7,34,25,-9,35,18545.16,351.65,-2.03,-32.21,NLOS
47,-2281645.64,34,25,-9,34,17902.02,242,45.81,104.23,NLOS
50,-16532314.2,34,25,-9,35,17928.59,279.47,0.84,9.14,LOS
77,-1760284.25,35,25,-8,35,18107.65,4.57,79.63,92.26,NLOS
24,-10911774.89,43,25,18,25,18629.33,420.54,55.75,6.12,NLOS
32,-1398189.03,26,26,0,26,17634.72,557.88,-4.15,142971.8,LOS
26,-3232307.67,26,26,0,33,18549.25,354.25,-1.95,-28.69,NLOS
40,-3770733.78,26,26,0,27,18324.49,139.54,-4.05,-66.11,NLOS
40,-3788944.67,26,26,0,27,18324.98,144.41,4.87,-50.82,NLOS
40,-3825343.93,26,26,0,27,18324.76,124.1,-18.47,-42.77,NLOS
40,-12397311.98,26,26,0,26,18394.45,164.38,-1.86,10,NLOS
46,-12853923.46,26,26,0,26,17942.98,273.29,-14.66,538.68,NLOS
46,-13127097.21,26,26,0,27,17944.5,259.96,-5.13,627.9,NLOS
46,-13199881.47,26,26,0,27,17944.6,275.09,-5.28,589.28,NLOS
46,-13218071.4,26,26,0,27,17944.96,276.33,-1.24,573.72,NLOS
46,-15020278.71,26,26,0,26,17952,247.11,-17.51,533.54,NLOS
48,-1869876.17,26,26,0,26,17989.24,239.62,0.71,485.44,NLOS
48,-1960844.2,26,26,0,26,17989.24,204.12,-0.4,449.08,NLOS
12,-2018137.21,26,26,0,26,17385.31,793.2,1.38,39.39,LOS
22,-2112323.79,26,26,0,26,18568.05,368.25,7.63,8.26,NLOS
55,-2289265.21,26,26,0,27,18380.95,176.32,2.08,-28.31,NLOS
55,-2307475.05,26,26,0,27,18380.8,191.09,14.77,-18.27,NLOS
22,-2385324.69,26,26,0,28,18569.78,369.38,10.31,2.57,NLOS
12,-2582308.09,26,26,0,26,17402.58,798.12,-1.59,65.06,LOS
12,-2600505.27,26,26,0,26,17401.3,798.8,-0.68,62.15,LOS
12,-2618707.92,26,26,0,26,17406.75,793.05,5.75,64.99,LOS
22,-3258852.43,26,26,0,26,18560.11,361.21,1.91,25.35,NLOS
22,-3404413.45,26,26,0,27,18563.61,365.01,6.28,-9.63,NLOS
22,-3622792.02,26,26,0,27,18555.22,357.52,-10.75,-1.38,NLOS
14,-4104598.79,26,26,0,0,28478282.1,28413853.62,56874154.88,101.18,NLOS
54,-4236418.73,26,26,0,32,18369.43,171.07,-13.13,-20.78,NLOS
32,-635147.16,27,26,-1,33,18543.67,348.06,2.09,362238.59,NLOS
32,-653354.11,27,26,-1,32,18539.34,344.03,-4.03,362250.24,NLOS
32,-671565.24,27,26,-1,27,18542.6,348.5,4.46,362267.26,NLOS
32,-689853.06,27,26,-1,27,18617.85,369.18,20.68,362306.42,NLOS
32,-708006.73,27,26,-1,27,18481.54,344.7,-24.48,362323.24,NLOS
32,-726231.91,27,26,-1,27,18554.43,363.03,18.33,362357.02,NLOS
32,-981226.47,27,26,-1,35,18543.69,349.88,-0.94,362670.38,NLOS
28,-1221318.64,27,26,-1,28,18262.51,70.5,0.1,2486.02,NLOS
32,-1416382.77,27,26,-1,26,17631.81,560.79,-2.91,142972.93,LOS
46,-1233598.03,27,26,-1,28,17898.77,294.3,1.16,34.43,NLOS
32,-1434564.26,27,26,-1,27,17619.26,573.35,-12.55,142961.82,LOS
46,-1251791.38,27,26,-1,28,17898.9,294.27,0.03,35.19,NLOS
32,-1452763.35,27,26,-1,27,17637.4,555.21,18.14,142968.3,LOS
46,-1269984.66,27,26,-1,27,17898.27,294.56,-0.3,36.17,NLOS
32,-1470973.23,27,26,-1,27,17648.13,544.17,11.03,142985.87,LOS
28,-1414208.77,27,26,-1,28,18262.91,69.4,-1.48,2480.09,NLOS
77,-1796664.12,27,26,-1,35,18108.2,102.51,-27.97,85.42,NLOS
77,-1851165.13,27,26,-1,26,18108.15,110.14,0.82,8.02,NLOS
46,-2008616.74,27,26,-1,28,17900.33,315.21,3.18,-8.42,NLOS
46,-2026822.22,27,26,-1,27,17900.51,281,34.21,3.58,NLOS
40,-2425026.9,27,26,-1,25,18313.39,126.32,12.34,416.83,NLOS
47,-2481786.75,27,26,-1,26,17901.29,273.67,9.22,106.06,NLOS
26,-2540932.27,27,26,-1,33,18543.28,348.88,-5.53,-39.83,NLOS
47,-2718301.6,27,26,-1,26,17900.76,295.94,19.96,105.13,NLOS
47,-2954859.99,27,26,-1,26,17902.26,289.17,6.84,146.85,NLOS
47,-2991263.67,27,26,-1,28,17901.78,287.64,-7.73,162.93,NLOS
39,-3184401.04,27,26,-1,39,17789.2,405.75,-0.3,61.17,LOS
39,-3202595.27,27,26,-1,28,17789.47,405.36,0.38,61,LOS
40,-3133959.5,27,26,-1,32,18319.59,137.14,1.65,-15.53,NLOS
26,-3250502.54,27,26,-1,33,18548.63,353.32,-0.93,-29.13,NLOS
26,-3268692.01,27,26,-1,27,18543.24,347.94,-5.39,-34.96,NLOS
27,-3324507.39,27,26,-1,28,18284.78,89.47,7.77,2448.7,NLOS
40,-3334192.68,27,26,-1,26,18321.49,129.31,-19.48,69.3,NLOS
40,-3425136.81,27,26,-1,28,18322.65,119.04,2.83,34.81,NLOS
26,-3559788.84,27,26,-1,26,18536.97,342.27,-24.27,-64.78,NLOS
40,-3534203.26,27,26,-1,26,18322.24,129.25,-8.51,-68.46,NLOS
27,-3688412.08,27,26,-1,26,18286.04,91.94,-7.03,2449.12,NLOS
40,-3697939.97,27,26,-1,28,18323.59,126.95,0.59,-78.99,NLOS
40,-3716133.71,27,26,-1,28,18323.75,127.35,0.39,-80.27,NLOS
26,-3796533.93,27,26,-1,28,18691.25,495.95,65.41,153.36,NLOS
40,-3734317.91,27,26,-1,27,18323.96,117.65,-9.7,-91.37,NLOS
26,-3814774.17,27,26,-1,28,18594.15,399.15,-96.8,198.6,NLOS
40,-3752527.63,27,26,-1,27,18324.07,143.59,25.94,-76.65,NLOS
26,-3832993.78,27,26,-1,27,18573.51,377.91,-21.24,222.6,NLOS
26,-3851214.28,27,26,-1,27,18574.42,378.82,0.91,247.51,NLOS
47,-3846380.23,27,26,-1,32,17904.67,295.39,14.79,121.51,NLOS
26,-3869361.36,27,26,-1,27,18500.99,305.69,-73.13,199.28,NLOS
40,-3807153.3,27,26,-1,26,18324.93,142.57,-1.84,-37.5,NLOS
26,-3887527.57,27,26,-1,27,18520.14,324.24,18.55,169.59,NLOS
26,-3905700.62,27,26,-1,27,18526.97,330.77,6.53,146.43,NLOS
26,-3923895.32,27,26,-1,27,18548.64,352.73,21.96,145.24,NLOS
32,-4118263.19,27,26,-1,26,17648.61,547.6,-4.43,47.12,LOS
32,-4136460.1,27,26,-1,27,17649.08,546.83,0.77,48.13,LOS
32,-4154654.11,27,26,-1,27,17646.27,550.24,-3.41,45.63,LOS
32,-4172850.09,27,26,-1,27,17648.34,547.87,2.37,45.41,LOS
27,-4051763.25,27,26,-1,26,18293.21,97,1.63,-16.76,NLOS
27,-4069956.09,27,26,-1,27,18288.65,92.45,-4.55,-20.12,NLOS
26,-4051171.34,27,26,-1,28,18547.38,351.17,0.76,47.84,NLOS
26,-4069355.11,27,26,-1,27,18537.74,341.53,-9.64,35.4,NLOS
32,-4245622.51,27,26,-1,28,17644.3,551.9,-1.25,33.02,LOS
32,-4263815.93,27,26,-1,28,17646.27,549.93,1.97,30.23,LOS
26,-4160272.04,27,26,-1,26,18547.44,350.93,1.45,-28.98,NLOS
27,-4506667.42,27,26,-1,26,18295.2,100.49,2.69,-9.26,NLOS
27,-4524857.27,27,26,-1,27,18289.6,95.2,-5.3,-13.8,NLOS
32,-5155353.28,27,26,-1,26,17649.17,543.14,-3.26,33.66,LOS
32,-5173545.01,27,26,-1,27,17649.58,542.43,0.71,33.38,LOS
32,-5191735.52,27,26,-1,27,17648.46,543.84,-1.42,31.59,LOS
32,-5209930.77,27,26,-1,27,17653.31,539.3,4.54,34.24,LOS
33,-5228125.94,27,26,-1,27,17653.32,539.59,-0.29,36.5,LOS
33,-5246320.25,27,26,-1,27,17652.56,540.64,-1.05,37.61,LOS
33,-5264513.82,27,26,-1,27,17651.92,541.58,-0.94,37.67,LOS
33,-5282708.28,27,26,-1,27,17652.92,541.19,0.4,38.03,LOS
33,-5300900.64,27,26,-1,27,17650.92,542.89,-1.7,36.58,LOS
33,-5319095.05,27,26,-1,27,17653.06,541.64,1.25,36.29,LOS
48,-5258054.3,27,26,-1,32,18478.56,283.56,8.86,161.91,NLOS
48,-5367216.35,27,26,-1,27,18470.94,275.04,-7.61,150.64,NLOS
48,-5385415.68,27,26,-1,27,18474.91,279.3,4.26,154.37,NLOS
48,-5538433.69,27,26,-1,33,17907.7,289.23,0.23,46.22,NLOS
48,-5556629.13,27,26,-1,33,17906.94,289.35,-0.12,45.46,NLOS
