Elevation,Is Carrier Lock, residuals, C/No Max, C/No Min, MaxCno2Second, ExtremeMaxSnrValue, ExtremeMinSnrValue, Delta Carrier Freq, Delta Carrier phase, Clock Bias, Clock Drift, Delta Ionospheric Delay, deltaCorrected PR, 2nd delta,PS Residual, Los Value
26.0000000000,0.0000000000,-1540281.6737909900,33.0000000000,32.0000000000,32.0000000000,37.0000000000,21.0000000000,0.0890000000,18546.1266275607,0.0001172023,0.0000000000,0.0000000000,353.5216516070,-3.7073174790,-44.9939711094,NLOS
49.0000000000,0.0000000000,-1564461.1932338100,38.0000000000,37.0000000000,37.0000000000,46.0000000000,33.0000000000,0.2130000000,18434.2881054319,0.0000367165,0.0000000000,0.0000000000,241.6831294782,-2.1136161089,5.4811952226,LOS
32.0000000000,0.0000000000,-1718420.5109562600,29.0000000000,28.0000000000,29.0000000000,29.0000000000,21.0000000000,-0.4470000000,17610.3301079049,0.0000000000,0.0000000000,0.0000000000,582.2754133679,-36.6193545200,142957.4813162870,LOS
28.0000000000,0.0000000000,-1577942.7315245300,24.0000000000,23.0000000000,24.0000000000,28.0000000000,0.0000000000,1.0190000000,18266.6436268389,0.0000000000,0.0000000000,0.0000000000,74.0381055661,-1.5387579277,2479.7018845491,NLOS
38.0000000000,2.0000000000,-1601558.3816638200,48.0000000000,48.0000000000,48.0000000000,48.0000000000,40.0000000000,0.0910000000,17781.9428282044,-0.0000868465,0.0000000000,0.0000000000,410.5410051234,-0.2043700926,59.4198473170,LOS
77.0000000000,2.0000000000,-1596463.6078888700,36.0000000000,35.0000000000,36.0000000000,40.0000000000,19.0000000000,0.3420000000,18106.3858655318,-0.0000093455,0.0000000000,0.0000000000,85.7607700415,0.2983181961,6.2678655759,NLOS
46.0000000000,2.0000000000,-1535662.5449263600,31.0000000000,30.0000000000,31.0000000000,36.0000000000,19.0000000000,0.2520000000,17899.0506313927,0.0001935971,0.0000000000,0.0000000000,292.7541020289,0.2160378508,45.8662343249,NLOS
65.0000000000,2.0000000000,-1595666.2686399400,45.0000000000,44.0000000000,45.0000000000,48.0000000000,43.0000000000,0.3250000000,18535.1851968504,-0.0000067731,0.0000000000,0.0000000000,342.6705839895,0.2355041131,-19.8881321065,LOS
8.0000000000,2.0000000000,-1617245.7162123600,46.0000000000,45.0000000000,46.0000000000,46.0000000000,42.0000000000,0.2610000000,17610.3478243350,-0.0000783994,0.0000000000,0.0000000000,582.2775664181,0.2619558722,86.5257948563,LOS
26.0000000000,0.0000000000,-1558477.2593111600,33.0000000000,32.0000000000,33.0000000000,37.0000000000,21.0000000000,-0.0660000000,18548.9246422387,0.0001172023,0.0000000000,0.0000000000,356.3196662888,2.7980146818,-42.0134268925,NLOS
49.0000000000,0.0000000000,-1582654.6009989100,38.0000000000,37.0000000000,38.0000000000,46.0000000000,33.0000000000,0.2660000000,18436.7049632854,0.0000367165,0.0000000000,0.0000000000,244.0999873318,2.4168578535,6.2839843668,LOS
32.0000000000,0.0000000000,-1736628.5837146900,29.0000000000,28.0000000000,29.0000000000,29.0000000000,21.0000000000,0.9710000000,17647.5028114095,0.0000000000,0.0000000000,0.0000000000,545.1027098633,37.1727035046,142972.9485534390,LOS
28.0000000000,0.0000000000,-1596132.1029679300,24.0000000000,23.0000000000,24.0000000000,28.0000000000,0.0000000000,-0.3960000000,18264.1652099676,0.0000000000,0.0000000000,0.0000000000,71.5596886948,-2.4784168713,2476.4678066820,NLOS
38.0000000000,2.0000000000,-1619751.1794822100,48.0000000000,48.0000000000,48.0000000000,48.0000000000,40.0000000000,0.2870000000,17782.2299700826,-0.0000868465,0.0000000000,0.0000000000,410.2352810018,0.3057241216,59.6123043559,LOS
77.0000000000,2.0000000000,-1614656.6747224800,36.0000000000,35.0000000000,36.0000000000,40.0000000000,19.0000000000,0.0800000000,18106.4567973390,-0.0000093455,0.0000000000,0.0000000000,85.6985718831,0.0621981584,6.7294538133,NLOS
46.0000000000,2.0000000000,-1553855.8821209600,31.0000000000,30.0000000000,31.0000000000,36.0000000000,19.0000000000,-0.0200000000,17899.0220087170,0.0001935971,0.0000000000,0.0000000000,292.8354982622,-0.0813962333,46.6044898629,NLOS
65.0000000000,2.0000000000,-1613858.9491030300,45.0000000000,44.0000000000,45.0000000000,48.0000000000,43.0000000000,0.0660000000,18535.2409199029,-0.0000067731,0.0000000000,0.0000000000,342.7014068887,0.0308228992,-19.8131489158,LOS
8.0000000000,2.0000000000,-1635438.3215267600,46.0000000000,45.0000000000,46.0000000000,46.0000000000,42.0000000000,-0.0030000000,17610.3340541236,-0.0000783994,0.0000000000,0.0000000000,582.2831604220,-0.0055940039,86.5220709033,LOS
26.0000000000,0.0000000000,-1576671.8515176700,33.0000000000,32.0000000000,33.0000000000,37.0000000000,21.0000000000,0.0570000000,18547.9358545802,0.0001172023,0.0000000000,0.0000000000,355.3308786266,-0.9887876622,-40.0261963308,NLOS
49.0000000000,0.0000000000,-1600849.1587595300,38.0000000000,37.0000000000,38.0000000000,46.0000000000,33.0000000000,-0.0340000000,18438.0111430250,0.0000367165,0.0000000000,0.0000000000,245.4061670713,1.3061797395,8.2367690317,LOS
32.0000000000,0.0000000000,-1754807.6023445200,29.0000000000,28.0000000000,29.0000000000,29.0000000000,21.0000000000,-0.3650000000,17618.5429821051,0.0000000000,0.0000000000,0.0000000000,574.0625391677,-28.9598293044,142959.3616619920,LOS
28.0000000000,0.0000000000,-1614328.8816782600,24.0000000000,23.0000000000,24.0000000000,28.0000000000,0.0000000000,0.0990000000,18271.7290847226,0.0000000000,0.0000000000,0.0000000000,79.1235634498,7.5638747551,2480.6409957334,NLOS
38.0000000000,2.0000000000,-1637943.9299334100,48.0000000000,48.0000000000,48.0000000000,48.0000000000,40.0000000000,0.0260000000,17782.2468952462,-0.0000868465,0.0000000000,0.0000000000,410.2226297483,0.0126512535,59.7573942021,LOS
77.0000000000,2.0000000000,-1632849.6067038500,36.0000000000,35.0000000000,36.0000000000,40.0000000000,19.0000000000,-0.0350000000,18106.4296109303,-0.0000093455,0.0000000000,0.0000000000,85.7218560539,-0.0232841708,7.0561898127,NLOS
46.0000000000,2.0000000000,-1572048.6831210700,31.0000000000,30.0000000000,31.0000000000,36.0000000000,19.0000000000,-0.1090000000,17898.9222383424,0.0001935972,0.0000000000,0.0000000000,293.3494672626,-0.5139690004,46.8065509051,NLOS
65.0000000000,2.0000000000,-1632051.3494361200,45.0000000000,44.0000000000,45.0000000000,48.0000000000,43.0000000000,-0.0410000000,18535.2107052989,-0.0000067731,0.0000000000,0.0000000000,342.5212337524,-0.1801731363,-20.0182957314,LOS
8.0000000000,2.0000000000,-1653630.7979535100,46.0000000000,45.0000000000,46.0000000000,46.0000000000,42.0000000000,-0.1060000000,17610.2381015010,-0.0000783994,0.0000000000,0.0000000000,582.3789272383,-0.0957668163,86.3894593008,LOS
26.0000000000,0.0000000000,-1594866.9095356400,33.0000000000,32.0000000000,33.0000000000,37.0000000000,21.0000000000,-0.2270000000,18548.4061513282,0.0001172023,0.0000000000,0.0000000000,355.8011753745,0.4702967480,-37.5731543191,NLOS
49.0000000000,0.0000000000,-1619043.7141680400,38.0000000000,37.0000000000,38.0000000000,46.0000000000,33.0000000000,0.0690000000,18438.1649301014,0.0000367165,0.0000000000,0.0000000000,245.5599541515,0.1537870802,10.1872015893,LOS
32.0000000000,0.0000000000,-1773006.5143477900,29.0000000000,28.0000000000,29.0000000000,29.0000000000,21.0000000000,0.1990000000,17638.5307279042,0.0000000000,0.0000000000,0.0000000000,554.0747933649,19.9877458028,142965.6681439980,LOS
28.0000000000,0.0000000000,-1632524.7626937700,24.0000000000,23.0000000000,24.0000000000,28.0000000000,0.0000000000,-0.2950000000,18270.9879589863,0.0000000000,0.0000000000,0.0000000000,78.3824377172,-0.7411257327,2483.9164899774,NLOS
38.0000000000,2.0000000000,-1656136.5444994900,48.0000000000,47.0000000000,48.0000000000,48.0000000000,40.0000000000,-0.0800000000,17782.1764689907,-0.0000868465,0.0000000000,0.0000000000,410.2984448746,-0.0758151263,59.7665989250,LOS
77.0000000000,2.0000000000,-1651042.6682923100,36.0000000000,35.0000000000,36.0000000000,40.0000000000,19.0000000000,-0.0040000000,18106.4255019687,-0.0000093455,0.0000000000,0.0000000000,85.7804718092,-0.0586157553,7.2127404399,NLOS
46.0000000000,2.0000000000,-1590241.2458648100,32.0000000000,31.0000000000,31.0000000000,36.0000000000,19.0000000000,-0.1090000000,17898.8121122233,0.0001935972,0.0000000000,0.0000000000,293.8653046340,-0.5158373713,46.4705631211,NLOS
65.0000000000,2.0000000000,-1650243.6440692900,45.0000000000,44.0000000000,45.0000000000,48.0000000000,43.0000000000,-0.0230000000,18535.1856464818,-0.0000067731,0.0000000000,0.0000000000,342.2157080062,-0.3055257462,-20.6289349236,LOS
8.0000000000,2.0000000000,-1671823.1609463300,46.0000000000,45.0000000000,46.0000000000,46.0000000000,42.0000000000,-0.0940000000,17610.1440084911,-0.0000783995,0.0000000000,0.0000000000,582.7590618134,-0.3801345751,85.8436213098,LOS
26.0000000000,0.0000000000,-1613059.9240996600,33.0000000000,32.0000000000,33.0000000000,37.0000000000,21.0000000000,0.0240000000,18546.3672065250,0.0001172023,0.0000000000,0.0000000000,353.4624381140,-2.3387372606,-37.4633587115,NLOS
49.0000000000,0.0000000000,-1637237.5008888200,38.0000000000,37.0000000000,38.0000000000,46.0000000000,33.0000000000,-0.1040000000,18437.5523809902,0.0000367165,0.0000000000,0.0000000000,244.6476125792,-0.9123415723,11.0691539571,LOS
32.0000000000,0.0000000000,-1791191.6788302700,29.0000000000,28.0000000000,29.0000000000,29.0000000000,21.0000000000,-0.6020000000,17624.8775501288,0.0000000000,0.0000000000,0.0000000000,568.0277636014,-13.9529702365,142957.9273127500,LOS
28.0000000000,0.0000000000,-1650717.7906683400,24.0000000000,23.0000000000,24.0000000000,28.0000000000,0.0000000000,0.7390000000,18268.2914620824,0.0000000000,0.0000000000,0.0000000000,75.3861483522,-2.9962893650,2484.0391508155,NLOS
38.0000000000,2.0000000000,-1674329.0075998700,48.0000000000,47.0000000000,48.0000000000,48.0000000000,40.0000000000,-0.0690000000,17782.1075343750,-0.0000868465,0.0000000000,0.0000000000,410.6896564811,-0.3912116066,59.3245454952,LOS
77.0000000000,2.0000000000,-1669235.7171514600,36.0000000000,35.0000000000,36.0000000000,40.0000000000,19.0000000000,-0.0640000000,18106.3520864993,-0.0000093455,0.0000000000,0.0000000000,85.0820449963,0.6984268129,7.9561466761,NLOS
46.0000000000,2.0000000000,-1608433.5631731800,32.0000000000,31.0000000000,32.0000000000,36.0000000000,19.0000000000,-0.1350000000,17898.6685922853,0.0001935972,0.0000000000,0.0000000000,293.4889575578,0.3763470761,46.4887248799,NLOS
65.0000000000,2.0000000000,-1668435.7697267400,45.0000000000,44.0000000000,45.0000000000,48.0000000000,43.0000000000,-0.0630000000,18535.1138596758,-0.0000067731,0.0000000000,0.0000000000,342.7462934367,0.5305854306,-20.8089649230,LOS
8.0000000000,2.0000000000,-1690015.3557555000,46.0000000000,45.0000000000,46.0000000000,46.0000000000,42.0000000000,-0.1290000000,17610.0064721666,-0.0000783995,0.0000000000,0.0000000000,582.2945975251,0.4644642882,85.7291845903,LOS
26.0000000000,0.0000000000,-1631253.1803801900,33.0000000000,32.0000000000,33.0000000000,37.0000000000,21.0000000000,-0.3680000000,18546.6134558841,0.0001172023,0.0000000000,0.0000000000,354.3082723916,0.8458342776,-36.5122616664,NLOS
49.0000000000,0.0000000000,-1655431.8758610000,38.0000000000,37.0000000000,38.0000000000,46.0000000000,33.0000000000,0.3770000000,18438.2967703640,0.0000367165,0.0000000000,0.0000000000,245.9915868677,1.3439742886,13.1389426403,LOS
32.0000000000,0.0000000000,-1809387.4285861200,29.0000000000,28.0000000000,29.0000000000,29.0000000000,21.0000000000,0.5040000000,17635.5571374781,0.0000000000,0.0000000000,0.0000000000,556.7485913374,11.2791722640,142961.3713397790,LOS
28.0000000000,0.0000000000,-1668936.8624999400,24.0000000000,23.0000000000,24.0000000000,28.0000000000,0.0000000000,-0.6490000000,18294.4918381683,0.0000000000,0.0000000000,0.0000000000,102.1861093529,26.7999610007,2510.8052536026,NLOS
38.0000000000,2.0000000000,-1692521.2931291900,48.0000000000,47.0000000000,48.0000000000,48.0000000000,40.0000000000,-0.0950000000,17782.0016934089,-0.0000868465,0.0000000000,0.0000000000,410.2076193616,0.4820371196,59.3045059182,LOS
77.0000000000,2.0000000000,-1687429.0937916500,36.0000000000,35.0000000000,36.0000000000,40.0000000000,19.0000000000,0.3120000000,18106.6747595034,-0.0000093455,0.0000000000,0.0000000000,84.9424679093,0.1395770870,8.7275414988,NLOS
46.0000000000,2.0000000000,-1626625.9979402600,32.0000000000,31.0000000000,32.0000000000,36.0000000000,19.0000000000,0.2190000000,17898.8959964513,0.0001935972,0.0000000000,0.0000000000,293.6490539610,-0.1600964032,46.3245528862,NLOS
65.0000000000,2.0000000000,-1686628.1979452100,45.0000000000,44.0000000000,45.0000000000,48.0000000000,43.0000000000,0.2910000000,18535.4143273495,-0.0000067731,0.0000000000,0.0000000000,342.8489850648,0.1026916280,-20.9862263650,LOS
8.0000000000,2.0000000000,-1708207.7674669100,46.0000000000,46.0000000000,46.0000000000,46.0000000000,42.0000000000,0.2210000000,17610.2368179745,-0.0000783995,0.0000000000,0.0000000000,582.3443469480,-0.0497494228,85.5318576545,LOS
26.0000000000,0.0000000000,-1649445.9143525600,33.0000000000,25.0000000000,33.0000000000,37.0000000000,21.0000000000,0.7990000000,18546.0956395752,0.0001172023,0.0000000000,0.0000000000,353.4906636216,-0.8176087700,-36.3832652532,NLOS
49.0000000000,0.0000000000,-1673624.8725040500,38.0000000000,37.0000000000,38.0000000000,46.0000000000,33.0000000000,0.1900000000,18437.0745338983,0.0000367165,0.0000000000,0.0000000000,244.4695579447,-1.5220289230,13.5306097455,LOS
32.0000000000,0.0000000000,-1827579.0702302300,29.0000000000,28.0000000000,29.0000000000,29.0000000000,21.0000000000,0.4040000000,17631.5434132777,0.0000000000,0.0000000000,0.0000000000,561.0621079952,-4.3135166578,142960.4074626190,LOS
28.0000000000,0.0000000000,-1687109.3456940100,23.0000000000,22.0000000000,24.0000000000,28.0000000000,0.0000000000,0.9510000000,18248.0596809275,0.0000000000,0.0000000000,0.0000000000,55.4541596547,-46.7319496982,2490.6829264015,NLOS
38.0000000000,2.0000000000,-1710713.7548567600,48.0000000000,47.0000000000,48.0000000000,48.0000000000,40.0000000000,0.2440000000,17782.2565489709,-0.0000868465,0.0000000000,0.0000000000,410.2711384967,-0.0635191351,59.1608721465,LOS
77.0000000000,2.0000000000,-1705622.4539266900,36.0000000000,35.0000000000,36.0000000000,40.0000000000,19.0000000000,0.3440000000,18107.0173600241,-0.0000093455,0.0000000000,0.0000000000,84.8473829031,0.0950850062,9.4824311621,NLOS
46.0000000000,2.0000000000,-1644818.6223296400,32.0000000000,31.0000000000,32.0000000000,36.0000000000,19.0000000000,0.2560000000,17899.1509534530,0.0001935973,0.0000000000,0.0000000000,293.4372079000,0.2118460611,46.3500031941,NLOS
65.0000000000,2.0000000000,-1704820.8732596100,45.0000000000,44.0000000000,45.0000000000,48.0000000000,43.0000000000,0.3300000000,18535.7457464933,-0.0000067731,0.0000000000,0.0000000000,343.1960132495,0.3470281847,-20.9163918644,LOS
8.0000000000,2.0000000000,-1726400.4152007600,47.0000000000,46.0000000000,46.0000000000,47.0000000000,42.0000000000,0.2720000000,17610.5083687640,-0.0000783995,0.0000000000,0.0000000000,582.0752118714,0.2691350766,85.5705531538,LOS
26.0000000000,0.0000000000,-1667635.2966378500,25.0000000000,24.0000000000,33.0000000000,37.0000000000,21.0000000000,-1.1400000000,18542.7484676353,0.0001172023,0.0000000000,0.0000000000,350.1434916817,-3.3471719399,-39.6059559211,NLOS
48.0000000000,0.0000000000,-1691817.4522290100,38.0000000000,37.0000000000,38.0000000000,46.0000000000,33.0000000000,0.3830000000,18436.8137074634,0.0000367165,0.0000000000,0.0000000000,244.2087315135,-0.2608264312,13.5053587481,LOS
32.0000000000,0.0000000000,-1843964.2956660900,29.0000000000,28.0000000000,29.0000000000,29.0000000000,21.0000000000,-0.3860000000,17629.6428563073,-0.0004707701,0.0000000000,0.0000000000,141696.2769289270,-141135.2148209320,19.7131132483,LOS
28.0000000000,0.0000000000,-1705310.4843202500,23.0000000000,22.0000000000,24.0000000000,28.0000000000,0.0000000000,1.2170000000,18276.3472621403,0.0000000000,0.0000000000,0.0000000000,83.7417408712,28.2875812165,2499.2160313688,NLOS
39.0000000000,2.0000000000,-1728906.4473862200,48.0000000000,47.0000000000,48.0000000000,48.0000000000,40.0000000000,0.2990000000,17782.5540926903,-0.0000868465,0.0000000000,0.0000000000,409.9802844152,0.2908540815,59.2480402440,LOS
77.0000000000,2.0000000000,-1723816.2600630800,35.0000000000,34.0000000000,36.0000000000,40.0000000000,19.0000000000,0.2210000000,18107.2386197336,-0.0000093455,0.0000000000,0.0000000000,84.5895770304,0.2578058727,10.3835297227,NLOS
46.0000000000,2.0000000000,-1663011.3792468100,32.0000000000,31.0000000000,32.0000000000,36.0000000000,19.0000000000,0.1280000000,17899.2811804153,0.0001935973,0.0000000000,0.0000000000,293.5822447725,-0.1450368725,46.2081888467,NLOS
65.0000000000,2.0000000000,-1723013.6294056900,45.0000000000,44.0000000000,45.0000000000,48.0000000000,43.0000000000,0.2010000000,18535.9469394460,-0.0000067731,0.0000000000,0.0000000000,343.0769733153,-0.1190399341,-21.0655181445,LOS
8.0000000000,2.0000000000,-1744593.1588894300,47.0000000000,46.0000000000,47.0000000000,47.0000000000,42.0000000000,0.1250000000,17610.6331690475,-0.0000783995,0.0000000000,0.0000000000,582.2459301166,-0.1707182452,85.4054110162,LOS
26.0000000000,0.0000000000,-1685818.4080883800,23.0000000000,22.0000000000,33.0000000000,37.0000000000,21.0000000000,-0.3710000000,18536.4821501076,0.0001172023,0.0000000000,0.0000000000,343.5773816966,-6.5661099851,-49.3992738016,NLOS
48.0000000000,0.0000000000,-1710009.5413627300,38.0000000000,37.0000000000,38.0000000000,46.0000000000,33.0000000000,0.1520000000,18436.4791922904,0.0000367165,0.0000000000,0.0000000000,243.5744238794,-0.6343076341,12.6897240616,LOS
32.0000000000,0.0000000000,-1862154.5984109200,29.0000000000,28.0000000000,29.0000000000,29.0000000000,21.0000000000,0.3530000000,17630.3407105244,-0.0004707701,0.0000000000,0.0000000000,562.5648758672,141133.7120530600,17.1102716811,LOS
28.0000000000,0.0000000000,-1723514.5882308500,22.0000000000,22.0000000000,23.0000000000,28.0000000000,0.0000000000,-0.2440000000,18280.0038361288,0.0000000000,0.0000000000,0.0000000000,87.0985223986,3.3567815274,2510.4146282412,NLOS
39.0000000000,2.0000000000,-1747099.2285784100,47.0000000000,46.0000000000,48.0000000000,48.0000000000,40.0000000000,0.1580000000,17782.7126579694,-0.0000868465,0.0000000000,0.0000000000,410.1313601770,-0.1510757618,59.1240786240,LOS
77.0000000000,2.0000000000,-1742010.3453930700,35.0000000000,34.0000000000,36.0000000000,40.0000000000,19.0000000000,0.2420000000,18107.4722060561,-0.0000093455,0.0000000000,0.0000000000,84.1987849101,0.3907921202,11.5638218857,NLOS
46.0000000000,2.0000000000,-1681204.3035907200,32.0000000000,31.0000000000,32.0000000000,36.0000000000,19.0000000000,0.1570000000,17899.4269667938,0.0001935973,0.0000000000,0.0000000000,293.3926042765,0.1896404959,46.2338012271,NLOS
65.0000000000,2.0000000000,-1741206.4952946300,45.0000000000,44.0000000000,45.0000000000,48.0000000000,43.0000000000,0.2480000000,18536.1856010966,-0.0000067731,0.0000000000,0.0000000000,343.2866466977,0.2096733823,-21.1049015746,LOS
8.0000000000,2.0000000000,-1762786.0631107300,46.0000000000,45.0000000000,47.0000000000,47.0000000000,42.0000000000,0.1990000000,17610.8217748478,-0.0000783995,0.0000000000,0.0000000000,582.0523070991,0.1936230175,85.4008015022,LOS
26.0000000000,0.0000000000,-1703994.9754156700,23.0000000000,22.0000000000,25.0000000000,37.0000000000,21.0000000000,1.6460000000,18529.9425678737,0.0001172023,0.0000000000,0.0000000000,337.0377994627,-6.5395822339,-65.7367149219,NLOS
48.0000000000,0.0000000000,-1728201.5252608300,38.0000000000,37.0000000000,38.0000000000,46.0000000000,33.0000000000,0.5700000000,18436.5300321094,0.0000367165,0.0000000000,0.0000000000,243.6252636984,0.0508398190,11.7688537464,LOS
32.0000000000,0.0000000000,-1880348.3998661300,29.0000000000,28.0000000000,29.0000000000,29.0000000000,21.0000000000,0.8910000000,17633.9344335943,-0.0004707701,0.0000000000,0.0000000000,558.9711527936,3.5937230736,18.0061405003,LOS
28.0000000000,0.0000000000,-1741688.0500004800,22.0000000000,21.0000000000,23.0000000000,28.0000000000,0.0000000000,0.1620000000,18249.5185306929,0.0000000000,0.0000000000,0.0000000000,56.6132169627,-30.4853054360,2490.9710841365,NLOS
39.0000000000,2.0000000000,-1765292.1459916900,47.0000000000,46.0000000000,48.0000000000,48.0000000000,40.0000000000,0.2110000000,17782.9141126126,-0.0000868465,0.0000000000,0.0000000000,409.9351085797,0.1962515973,59.1363380998,LOS
77.0000000000,0.0000000000,-1760284.2513553600,35.0000000000,25.0000000000,35.0000000000,40.0000000000,19.0000000000,0.1720000000,18107.6528070978,-0.0000093455,0.0000000000,0.0000000000,4.5663293339,79.6324555762,92.2649538927,NLOS
46.0000000000,2.0000000000,-1699397.6255940200,32.0000000000,31.0000000000,32.0000000000,36.0000000000,19.0000000000,0.1930000000,17899.6307681687,0.0001935973,0.0000000000,0.0000000000,293.2724837251,0.1201205514,46.3572805412,NLOS
65.0000000000,2.0000000000,-1759399.5938322000,46.0000000000,45.0000000000,45.0000000000,48.0000000000,43.0000000000,0.2520000000,18536.4463995508,-0.0000067731,0.0000000000,0.0000000000,343.3193800487,0.0327333510,-21.2114288248,LOS
8.0000000000,2.0000000000,-1780979.0955092100,46.0000000000,45.0000000000,47.0000000000,47.0000000000,42.0000000000,0.1640000000,17610.9953845329,-0.0000783995,0.0000000000,0.0000000000,582.1907541826,-0.1384470835,85.2245767191,LOS
26.0000000000,0.0000000000,-1722182.4489829600,23.0000000000,22.0000000000,23.0000000000,37.0000000000,21.0000000000,0.1090000000,18540.8533078171,0.0001172023,0.0000000000,0.0000000000,347.6487469487,10.6109474860,-71.4677084982,NLOS
48.0000000000,0.0000000000,-1746393.5128502800,38.0000000000,37.0000000000,38.0000000000,46.0000000000,33.0000000000,0.2350000000,18436.6897533982,0.0000367165,0.0000000000,0.0000000000,243.4851925299,-0.1400711685,10.5518823341,LOS
32.0000000000,0.0000000000,-1898543.5389572600,28.0000000000,28.0000000000,29.0000000000,29.0000000000,21.0000000000,-0.5940000000,17635.3671810328,-0.0004707701,0.0000000000,0.0000000000,557.8381978162,1.1329549775,19.9398527890,LOS
28.0000000000,0.0000000000,-1759865.1843861600,22.0000000000,21.0000000000,22.0000000000,28.0000000000,0.0000000000,-0.6640000000,18253.3479430004,0.0000000000,0.0000000000,0.0000000000,60.1428368129,3.5296198502,2474.9003636353,NLOS
39.0000000000,2.0000000000,-1783485.2111398500,46.0000000000,39.0000000000,47.0000000000,48.0000000000,39.0000000000,0.1970000000,17783.1215581074,-0.0000868465,0.0000000000,0.0000000000,410.0270838961,-0.0919753164,58.9965399913,LOS
77.0000000000,0.0000000000,-1778488.3749292500,28.0000000000,27.0000000000,35.0000000000,40.0000000000,19.0000000000,0.4690000000,18108.1216460242,-0.0000093455,0.0000000000,0.0000000000,74.5368928723,-69.9705635384,102.8839050345,NLOS
46.0000000000,2.0000000000,-1717591.6045239300,33.0000000000,32.0000000000,32.0000000000,36.0000000000,19.0000000000,0.3690000000,17900.0005400143,0.0001935973,0.0000000000,0.0000000000,292.8931097127,0.3793740124,46.8378940150,NLOS
65.0000000000,2.0000000000,-1777593.0747008200,46.0000000000,45.0000000000,46.0000000000,48.0000000000,43.0000000000,0.4850000000,18536.9308469519,-0.0000067731,0.0000000000,0.0000000000,343.5018051416,0.1824250929,-21.2354174890,LOS
8.0000000000,2.0000000000,-1799172.5202187000,45.0000000000,44.0000000000,46.0000000000,47.0000000000,42.0000000000,0.4140000000,17611.4106149524,-0.0000783995,0.0000000000,0.0000000000,582.0650959611,0.1256582215,85.1408704855,LOS
26.0000000000,0.0000000000,-1740373.8717586000,23.0000000000,22.0000000000,23.0000000000,37.0000000000,21.0000000000,0.5220000000,18544.8070395737,0.0001172023,0.0000000000,0.0000000000,351.3026862480,3.6539392993,-73.5492861830,NLOS
48.0000000000,0.0000000000,-1764588.4996152900,38.0000000000,37.0000000000,38.0000000000,46.0000000000,33.0000000000,0.3120000000,18439.8449580110,0.0000367165,0.0000000000,0.0000000000,246.3406046852,2.8554121554,12.0342940167,LOS
32.0000000000,0.0000000000,-1916737.3111092900,28.0000000000,27.0000000000,29.0000000000,29.0000000000,21.0000000000,0.8810000000,17634.0953499451,-0.0004707701,0.0000000000,0.0000000000,559.4098213613,-1.5716235451,20.2068335079,LOS
28.0000000000,0.0000000000,-1777990.1126900700,21.0000000000,7.0000000000,22.0000000000,28.0000000000,0.0000000000,0.9410000000,18201.2986320927,0.0000000000,0.0000000000,0.0000000000,7.7937334441,-52.3491033688,2406.3237688951,NLOS
39.0000000000,2.0000000000,-1801678.6968986000,39.0000000000,38.0000000000,47.0000000000,48.0000000000,38.0000000000,0.4300000000,17783.5513124354,-0.0000868465,0.0000000000,0.0000000000,409.8462066203,0.1808772758,58.9775600135,LOS
77.0000000000,0.0000000000,-1796664.1179487800,27.0000000000,26.0000000000,35.0000000000,40.0000000000,19.0000000000,0.0910000000,18108.2047548629,-0.0000093455,0.0000000000,0.0000000000,102.5060359128,-27.9691430405,85.4220942743,NLOS
46.0000000000,2.0000000000,-1735785.4236462400,33.0000000000,32.0000000000,33.0000000000,36.0000000000,19.0000000000,-0.1780000000,17899.8124145455,0.0001935974,0.0000000000,0.0000000000,292.7308990434,0.1622106694,47.4584923387,NLOS
65.0000000000,2.0000000000,-1795786.3100099000,46.0000000000,45.0000000000,46.0000000000,48.0000000000,43.0000000000,-0.1290000000,18536.7918732501,-0.0000067731,0.0000000000,0.0000000000,343.6559342816,0.1541291401,-21.2051732242,LOS
8.0000000000,2.0000000000,-1817365.7030043900,45.0000000000,44.0000000000,46.0000000000,47.0000000000,42.0000000000,-0.1860000000,17611.2142518423,-0.0000783996,0.0000000000,0.0000000000,581.9741167389,0.0909792222,85.1150329113,LOS
26.0000000000,0.0000000000,-1758565.1934073400,22.0000000000,21.0000000000,23.0000000000,37.0000000000,21.0000000000,-0.4530000000,18544.7104598805,0.0001172023,0.0000000000,0.0000000000,351.5058990121,0.2032127641,-75.4321983084,NLOS
48.0000000000,0.0000000000,-1782782.0936524900,38.0000000000,38.0000000000,38.0000000000,46.0000000000,33.0000000000,0.0610000000,18438.6082586385,0.0000367165,0.0000000000,0.0000000000,245.4036977701,-0.9369069152,12.4237703457,LOS
32.0000000000,0.0000000000,-1934930.2660379000,28.0000000000,27.0000000000,28.0000000000,29.0000000000,21.0000000000,-0.3730000000,17633.3732305578,-0.0004707701,0.0000000000,0.0000000000,559.8321482874,-0.4223269261,19.9563832767,LOS
28.0000000000,0.0000000000,-1796147.6417230000,7.0000000000,7.0000000000,22.0000000000,28.0000000000,0.0000000000,1.1570000000,18234.0561067685,0.0000000000,0.0000000000,0.0000000000,40.8510005809,33.0572671369,2370.6476956382,NLOS
39.0000000000,2.0000000000,-1819871.8789423100,38.0000000000,37.0000000000,46.0000000000,48.0000000000,37.0000000000,-0.1560000000,17783.3851210437,-0.0000868465,0.0000000000,0.0000000000,409.7900936045,0.0561130159,58.9546574503,LOS
